scale,run_id,config,workload,throughput_ops_s,waf,raf,saf,bloom_fpr,p50_us,p99_us,p999_us,ahlc_switches,elapsed_s,outlier
500000,4,Baseline,A(50R/50U),618089.7244,6.4178,0.3926,0.6631,0.0014,0.4000,1.6000,3.2000,0,0.8089,no
500000,4,CASCADE,A(50R/50U),570660.7340,7.9382,0.4746,0.6152,0.0012,0.2000,3.2000,3.2000,21,0.8762,no
500000,4,Baseline,B(95R/5U),1299984.1197,9.2962,0.2346,0.8949,0.0016,0.2000,1.6000,3.2000,0,0.3846,no
500000,4,CASCADE,B(95R/5U),1580084.1941,8.3212,0.2365,0.9013,0.0016,0.2000,1.6000,3.2000,14,0.3164,no
500000,4,Baseline,C(100R),1755924.1976,9.3289,0.2807,0.9418,0.0016,0.2000,1.6000,3.2000,0,0.2848,no
500000,4,CASCADE,C(100R),1674582.5580,8.6593,0.3095,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.2986,no
500000,4,Baseline,D(95R/5I),1061706.8434,9.4189,0.2599,0.9385,0.0017,0.4000,1.6000,3.2000,0,0.4709,no
500000,4,CASCADE,D(95R/5I),1209344.2382,8.3674,0.2880,0.9482,0.0016,0.2000,1.6000,3.2000,14,0.4134,no
500000,4,Baseline,E(95Scan/5I),96124.5736,6.3055,0.0000,0.6425,0.0000,0.0000,0.0000,0.0000,0,5.2016,no
500000,4,CASCADE,E(95Scan/5I),107863.6366,7.7001,0.0000,0.5973,0.0000,0.0000,0.0000,0.0000,21,4.6355,no
500000,4,Baseline,F(50R/50RMW),623309.6295,6.4178,0.3926,0.6631,0.0014,0.4000,3.2000,3.2000,0,0.8022,no
500000,4,CASCADE,F(50R/50RMW),571015.9716,7.9382,0.4746,0.6152,0.0012,0.2000,3.2000,3.2000,21,0.8756,no
500000,4,Baseline,W(1R/99W),340605.1203,10.1077,0.4626,0.4770,0.0022,0.4000,6553.6000,26214.4000,0,1.4680,no
500000,4,CASCADE,W(1R/99W),349843.8546,8.8901,0.5305,0.5086,0.0017,0.4000,6553.6000,26214.4000,28,1.4292,no
500000,4,Baseline,RW(50R/50W),621118.6551,6.4178,0.3926,0.6631,0.0014,0.4000,3.2000,3.2000,0,0.8050,no
500000,4,CASCADE,RW(50R/50W),572776.1776,7.9382,0.4746,0.6152,0.0012,0.2000,3.2000,3.2000,21,0.8729,no
500000,4,Baseline,RSW(25R/25W/50S),98495.0005,7.5322,0.3347,0.7706,0.0014,0.4000,3.2000,3.2000,0,5.0764,no
500000,4,CASCADE,RSW(25R/25W/50S),112159.2916,6.6484,0.4173,0.7862,0.0016,0.4000,1.6000,3.2000,17,4.4579,no
500000,4,Baseline,RS(47R/47W/6S),364743.6037,6.5732,0.3870,0.6609,0.0013,0.4000,1.6000,3.2000,0,1.3708,no
500000,4,CASCADE,RS(47R/47W/6S),367498.5959,7.5048,0.4697,0.6580,0.0012,0.2000,3.2000,3.2000,20,1.3605,no
500000,4,Baseline,R(95R/5W),1358047.6900,9.2962,0.2346,0.8949,0.0016,0.2000,1.6000,3.2000,0,0.3682,no
500000,4,CASCADE,R(95R/5W),1564304.8558,8.3212,0.2365,0.9013,0.0016,0.2000,1.6000,3.2000,14,0.3196,no
500000,5,Baseline,A(50R/50U),622118.4895,6.4579,0.3936,0.6485,0.0013,0.4000,3.2000,3.2000,0,0.8037,no
500000,5,CASCADE,A(50R/50U),565987.0644,7.9260,0.4762,0.6143,0.0012,0.2000,3.2000,3.2000,21,0.8834,no
500000,5,Baseline,B(95R/5U),1346634.0377,9.2967,0.2377,0.8948,0.0016,0.2000,1.6000,3.2000,0,0.3713,no
500000,5,CASCADE,B(95R/5U),1578009.9093,8.3216,0.2377,0.9012,0.0015,0.2000,1.6000,3.2000,14,0.3169,no
500000,5,Baseline,C(100R),1665784.2619,9.3289,0.2815,0.9418,0.0015,0.2000,1.6000,3.2000,0,0.3002,no
500000,5,CASCADE,C(100R),1704030.3726,8.6593,0.3096,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.2934,no
500000,5,Baseline,D(95R/5I),1075427.7215,9.4185,0.2603,0.9385,0.0017,0.4000,1.6000,3.2000,0,0.4649,no
500000,5,CASCADE,D(95R/5I),1196438.5594,8.3671,0.2898,0.9482,0.0016,0.2000,1.6000,3.2000,14,0.4179,no
500000,5,Baseline,E(95Scan/5I),95548.7127,6.2869,0.0000,0.6391,0.0000,0.0000,0.0000,0.0000,0,5.2329,no
500000,5,CASCADE,E(95Scan/5I),109352.5769,7.6471,0.0000,0.6102,0.0000,0.0000,0.0000,0.0000,21,4.5724,no
500000,5,Baseline,F(50R/50RMW),617211.5616,6.4579,0.3936,0.6485,0.0013,0.4000,3.2000,3.2000,0,0.8101,no
500000,5,CASCADE,F(50R/50RMW),569021.9876,7.9260,0.4762,0.6143,0.0012,0.2000,3.2000,3.2000,21,0.8787,no
500000,5,Baseline,W(1R/99W),337675.3601,10.2254,0.4406,0.5050,0.0010,0.4000,6553.6000,26214.4000,0,1.4807,no
500000,5,CASCADE,W(1R/99W),346485.0392,8.8929,0.5462,0.5087,0.0014,0.4000,6553.6000,26214.4000,28,1.4431,no
500000,5,Baseline,RW(50R/50W),619793.4130,6.4579,0.3936,0.6485,0.0013,0.4000,3.2000,3.2000,0,0.8067,no
500000,5,CASCADE,RW(50R/50W),566906.8948,7.9260,0.4762,0.6143,0.0012,0.2000,3.2000,3.2000,21,0.8820,no
500000,5,Baseline,RSW(25R/25W/50S),97079.6021,7.5418,0.3338,0.7714,0.0014,0.4000,3.2000,3.2000,0,5.1504,no
500000,5,CASCADE,RSW(25R/25W/50S),109876.7003,6.6571,0.4082,0.7875,0.0013,0.4000,1.6000,3.2000,17,4.5506,no
500000,5,Baseline,RS(47R/47W/6S),368743.1435,6.5148,0.3832,0.6738,0.0012,0.4000,1.6000,3.2000,0,1.3560,no
500000,5,CASCADE,RS(47R/47W/6S),368557.8167,7.4948,0.4710,0.6567,0.0012,0.2000,3.2000,3.2000,20,1.3566,no
500000,5,Baseline,R(95R/5W),1392581.0002,9.2967,0.2377,0.8948,0.0016,0.2000,1.6000,3.2000,0,0.3590,no
500000,5,CASCADE,R(95R/5W),1520053.6883,8.3216,0.2378,0.9012,0.0015,0.2000,1.6000,3.2000,14,0.3289,no
