scale,run_id,config,workload,throughput_ops_s,waf,raf,saf,bloom_fpr,p50_us,p99_us,p999_us,ahlc_switches,elapsed_s,outlier
500000,1,Baseline,A(50R/50U),594141.9091,6.4692,0.3896,0.6497,0.0013,0.4000,3.2000,6.4000,0,0.8415,no
500000,1,CASCADE,A(50R/50U),574572.6051,7.9407,0.4711,0.6159,0.0012,0.2000,3.2000,3.2000,21,0.8702,no
500000,1,Baseline,B(95R/5U),1354902.1691,9.2905,0.2398,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3690,no
500000,1,CASCADE,B(95R/5U),1498145.8572,8.3163,0.2409,0.9006,0.0015,0.2000,1.6000,3.2000,14,0.3337,no
500000,1,Baseline,C(100R),1736330.6605,9.3289,0.2800,0.9418,0.0015,0.2000,1.6000,3.2000,0,0.2880,no
500000,1,CASCADE,C(100R),1685423.0885,8.6593,0.3087,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.2967,no
500000,1,Baseline,D(95R/5I),1076597.1019,9.4129,0.2594,0.9379,0.0017,0.4000,1.6000,3.2000,0,0.4644,no
500000,1,CASCADE,D(95R/5I),1222001.5255,8.3622,0.2868,0.9476,0.0016,0.2000,1.6000,3.2000,14,0.4092,no
500000,1,Baseline,E(95Scan/5I),95639.7389,6.2279,0.0000,0.6410,0.0000,0.0000,0.0000,0.0000,0,5.2280,no
500000,1,CASCADE,E(95Scan/5I),109147.3313,7.6263,0.0000,0.6084,0.0000,0.0000,0.0000,0.0000,21,4.5810,no
500000,1,Baseline,F(50R/50RMW),621434.5511,6.4692,0.3896,0.6497,0.0013,0.4000,3.2000,3.2000,0,0.8046,no
500000,1,CASCADE,F(50R/50RMW),570792.3558,7.9407,0.4711,0.6159,0.0012,0.2000,3.2000,3.2000,21,0.8760,no
500000,1,Baseline,W(1R/99W),359226.6390,8.3404,0.4266,0.4696,0.0017,0.4000,6553.6000,26214.4000,0,1.3919,no
500000,1,CASCADE,W(1R/99W),347506.5120,8.8897,0.5139,0.5084,0.0019,0.4000,6553.6000,26214.4000,28,1.4388,no
500000,1,Baseline,RW(50R/50W),623208.8906,6.4692,0.3896,0.6497,0.0013,0.4000,3.2000,3.2000,0,0.8023,no
500000,1,CASCADE,RW(50R/50W),576657.2599,7.9407,0.4711,0.6159,0.0012,0.2000,3.2000,3.2000,21,0.8671,no
500000,1,Baseline,RSW(25R/25W/50S),97868.9214,7.5195,0.3361,0.7689,0.0014,0.4000,3.2000,6.4000,0,5.1089,no
500000,1,CASCADE,RSW(25R/25W/50S),111470.3501,6.6379,0.4181,0.7848,0.0013,0.4000,3.2000,3.2000,17,4.4855,no
500000,1,Baseline,RS(47R/47W/6S),367123.7612,6.5817,0.3821,0.6618,0.0014,0.4000,1.6000,3.2000,0,1.3619,no
500000,1,CASCADE,RS(47R/47W/6S),371503.1109,7.5129,0.4644,0.6586,0.0012,0.2000,1.6000,3.2000,20,1.3459,no
500000,1,Baseline,R(95R/5W),1335313.8994,9.2905,0.2398,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3744,no
500000,1,CASCADE,R(95R/5W),1559555.7294,8.3163,0.2409,0.9006,0.0015,0.2000,1.6000,3.2000,14,0.3206,no
500000,2,Baseline,A(50R/50U),623371.6364,6.4716,0.3917,0.6500,0.0014,0.4000,1.6000,3.2000,0,0.8021,no
500000,2,CASCADE,A(50R/50U),570149.7256,7.9443,0.4739,0.6157,0.0013,0.2000,3.2000,6.4000,21,0.8770,no
500000,2,Baseline,B(95R/5U),1350010.6157,9.2973,0.2395,0.8949,0.0015,0.2000,1.6000,3.2000,0,0.3704,no
500000,2,CASCADE,B(95R/5U),1605718.7120,8.3216,0.2404,0.9011,0.0013,0.2000,1.6000,3.2000,14,0.3114,no
500000,2,Baseline,C(100R),1663430.3686,9.3289,0.2797,0.9418,0.0014,0.2000,1.6000,6.4000,0,0.3006,no
500000,2,CASCADE,C(100R),1659637.6421,8.6593,0.3101,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.3013,no
500000,2,Baseline,D(95R/5I),1075340.2175,9.4197,0.2605,0.9387,0.0017,0.4000,1.6000,3.2000,0,0.4650,no
500000,2,CASCADE,D(95R/5I),1182738.0563,8.3680,0.2877,0.9483,0.0016,0.2000,1.6000,3.2000,14,0.4227,no
500000,2,Baseline,E(95Scan/5I),96499.3618,6.2397,0.0000,0.6491,0.0000,0.0000,0.0000,0.0000,0,5.1814,no
500000,2,CASCADE,E(95Scan/5I),107894.7584,7.6998,0.0000,0.5969,0.0000,0.0000,0.0000,0.0000,21,4.6341,no
500000,2,Baseline,F(50R/50RMW),616347.7610,6.4716,0.3917,0.6500,0.0014,0.4000,3.2000,3.2000,0,0.8112,no
500000,2,CASCADE,F(50R/50RMW),558771.6484,7.9443,0.4739,0.6157,0.0013,0.2000,3.2000,3.2000,21,0.8948,no
500000,2,Baseline,W(1R/99W),333836.2670,10.1065,0.4389,0.4770,0.0009,0.4000,6553.6000,26214.4000,0,1.4977,no
500000,2,CASCADE,W(1R/99W),346506.0496,8.8905,0.5208,0.5084,0.0012,0.4000,6553.6000,26214.4000,28,1.4430,no
500000,2,Baseline,RW(50R/50W),594688.1270,6.4716,0.3917,0.6500,0.0014,0.4000,3.2000,3.2000,0,0.8408,no
500000,2,CASCADE,RW(50R/50W),570257.9134,7.9443,0.4739,0.6157,0.0013,0.2000,3.2000,3.2000,21,0.8768,no
500000,2,Baseline,RSW(25R/25W/50S),98334.8630,7.5298,0.3344,0.7703,0.0012,0.4000,3.2000,6.4000,0,5.0847,no
500000,2,CASCADE,RSW(25R/25W/50S),110524.4860,6.6465,0.4100,0.7861,0.0014,0.4000,1.6000,3.2000,17,4.5239,no
500000,2,Baseline,RS(47R/47W/6S),355234.7919,6.5796,0.3844,0.6618,0.0014,0.4000,1.6000,3.2000,0,1.4075,no
500000,2,CASCADE,RS(47R/47W/6S),372991.5455,7.5113,0.4671,0.6588,0.0013,0.2000,1.6000,3.2000,20,1.3405,no
500000,2,Baseline,R(95R/5W),1334076.4139,9.2973,0.2395,0.8949,0.0015,0.2000,1.6000,3.2000,0,0.3748,no
500000,2,CASCADE,R(95R/5W),1582305.8108,8.3216,0.2404,0.9011,0.0013,0.2000,1.6000,3.2000,14,0.3160,no
500000,3,Baseline,A(50R/50U),620637.8215,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,3.2000,0,0.8056,no
500000,3,CASCADE,A(50R/50U),565689.1968,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,3.2000,21,0.8839,no
500000,3,Baseline,B(95R/5U),1350214.4635,9.2903,0.2403,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3703,no
500000,3,CASCADE,B(95R/5U),1592196.3274,8.3157,0.2413,0.9004,0.0016,0.2000,1.6000,3.2000,14,0.3140,no
500000,3,Baseline,C(100R),1668338.9429,9.3289,0.2808,0.9418,0.0016,0.2000,1.6000,3.2000,0,0.2997,no
500000,3,CASCADE,C(100R),1597458.1246,8.6593,0.3108,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.3130,no
500000,3,Baseline,D(95R/5I),1087593.2154,9.4127,0.2595,0.9379,0.0018,0.4000,1.6000,3.2000,0,0.4597,no
500000,3,CASCADE,D(95R/5I),1203294.8620,8.3620,0.2877,0.9475,0.0017,0.2000,1.6000,3.2000,14,0.4155,no
500000,3,Baseline,E(95Scan/5I),96062.7082,6.2986,0.0000,0.6349,0.0000,0.0000,0.0000,0.0000,0,5.2049,no
500000,3,CASCADE,E(95Scan/5I),108239.8584,7.6343,0.0000,0.6093,0.0000,0.0000,0.0000,0.0000,21,4.6194,no
500000,3,Baseline,F(50R/50RMW),618088.3873,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,3.2000,0,0.8089,no
500000,3,CASCADE,F(50R/50RMW),568564.9806,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,3.2000,21,0.8794,no
500000,3,Baseline,W(1R/99W),339517.7240,10.0848,0.4214,0.4840,0.0013,0.4000,6553.6000,26214.4000,0,1.4727,no
500000,3,CASCADE,W(1R/99W),345535.5268,8.8902,0.5080,0.5087,0.0015,0.4000,6553.6000,26214.4000,28,1.4470,no
500000,3,Baseline,RW(50R/50W),617556.0374,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,3.2000,0,0.8096,no
500000,3,CASCADE,RW(50R/50W),571063.4172,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,3.2000,21,0.8756,no
500000,3,Baseline,RSW(25R/25W/50S),98225.4283,7.5271,0.3362,0.7701,0.0013,0.4000,3.2000,3.2000,0,5.0903,no
500000,3,CASCADE,RSW(25R/25W/50S),109846.2076,6.6442,0.4100,0.7859,0.0012,0.4000,3.2000,3.2000,17,4.5518,no
500000,3,Baseline,RS(47R/47W/6S),364350.6786,6.5734,0.3863,0.6609,0.0014,0.4000,1.6000,3.2000,0,1.3723,no
500000,3,CASCADE,RS(47R/47W/6S),370354.7216,7.5024,0.4692,0.6577,0.0013,0.2000,1.6000,3.2000,20,1.3501,no
500000,3,Baseline,R(95R/5W),1344512.8104,9.2903,0.2403,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3719,no
500000,3,CASCADE,R(95R/5W),1578026.2994,8.3157,0.2413,0.9004,0.0016,0.2000,1.6000,3.2000,14,0.3169,no
