scale,run_id,config,workload,throughput_ops_s,waf,raf,saf,bloom_fpr,p50_us,p99_us,p999_us,ahlc_switches,elapsed_s,outlier
10000000,2,Baseline,RW(50R/50W),22689.3703,167.1914,0.5098,0.6100,0.0011,0.8000,6.4000,12.8000,0,440.7350,no
10000000,2,CASCADE,RW(50R/50W),29096.0709,77.3461,0.5848,0.6270,0.0010,0.8000,6.4000,6.4000,421,343.6890,no
10000000,2,Baseline,RSW(25R/25W/50S),13562.7712,116.2311,0.4742,0.7548,0.0010,1.6000,6.4000,12.8000,0,737.3124,no
10000000,2,CASCADE,RSW(25R/25W/50S),28391.9679,64.8297,0.5561,0.7511,0.0010,1.6000,6.4000,6.4000,335,352.2123,no
10000000,2,Baseline,RS(47R/47W/6S),22229.0297,170.6330,0.5068,0.6294,0.0011,0.8000,6.4000,12.8000,0,449.8622,no
10000000,2,CASCADE,RS(47R/47W/6S),28860.6939,79.3481,0.5827,0.6374,0.0010,0.8000,6.4000,6.4000,409,346.4920,no
10000000,2,Baseline,R(95R/5W),219361.4740,107.5888,0.3951,0.9126,0.0010,0.8000,6.4000,6.4000,0,45.5869,no
10000000,2,CASCADE,R(95R/5W),260301.9338,71.7333,0.4727,0.8947,0.0009,0.8000,3.2000,6.4000,263,38.4169,no
10000000,3,Baseline,A(50R/50U),23124.1656,167.1816,0.5098,0.6100,0.0011,0.8000,6.4000,12.8000,0,432.4480,no
10000000,3,CASCADE,A(50R/50U),29559.0476,79.7126,0.5940,0.6142,0.0009,0.8000,6.4000,6.4000,413,338.3059,no
10000000,3,Baseline,B(95R/5U),226007.7391,107.5985,0.3944,0.9127,0.0009,0.8000,6.4000,6.4000,0,44.2463,no
10000000,3,CASCADE,B(95R/5U),259760.0541,71.7395,0.4725,0.8948,0.0010,0.8000,3.2000,6.4000,263,38.4971,no
10000000,3,Baseline,C(100R),898125.0842,99.2458,0.2237,0.9560,0.0006,0.4000,3.2000,6.4000,0,11.1343,no
10000000,3,CASCADE,C(100R),888007.1702,65.0808,0.2219,0.9516,0.0006,0.4000,3.2000,6.4000,254,11.2612,no
10000000,3,Baseline,D(95R/5I),159360.3305,108.6366,0.2530,0.9574,0.0010,0.8000,6.4000,6.4000,0,62.7509,no
10000000,3,CASCADE,D(95R/5I),181093.7379,74.2539,0.2610,0.9430,0.0011,0.8000,3.2000,6.4000,271,55.2200,no
10000000,3,Baseline,E(95Scan/5I),14774.9506,163.6355,0.0000,0.5846,0.0000,0.0000,0.0000,0.0000,0,676.8212,no
10000000,3,CASCADE,E(95Scan/5I),17406.8663,76.9410,0.0000,0.5949,0.0000,0.0000,0.0000,0.0000,431,574.4859,no
10000000,3,Baseline,F(50R/50RMW),22191.0940,167.1816,0.5098,0.6100,0.0011,0.8000,6.4000,12.8000,0,450.6312,no
10000000,3,CASCADE,F(50R/50RMW),28189.6561,79.7126,0.5940,0.6142,0.0009,0.8000,6.4000,6.4000,413,354.7400,no
10000000,3,Baseline,W(1R/99W),11622.9688,128.6791,0.5457,0.4737,0.0011,3.2000,419430.4000,838860.8000,0,860.3654,no
10000000,3,CASCADE,W(1R/99W),13818.7804,64.3679,0.6259,0.5100,0.0010,3.2000,419430.4000,419430.4000,590,723.6529,no
10000000,3,Baseline,RW(50R/50W),22469.2386,167.1816,0.5098,0.6100,0.0011,0.8000,6.4000,12.8000,0,445.0529,no
10000000,3,CASCADE,RW(50R/50W),28918.2095,79.7126,0.5940,0.6142,0.0009,0.8000,6.4000,6.4000,413,345.8029,no
10000000,3,Baseline,RSW(25R/25W/50S),25282.5463,116.2148,0.4747,0.7549,0.0010,1.6000,6.4000,12.8000,0,395.5298,no
10000000,3,CASCADE,RSW(25R/25W/50S),29039.1183,64.6290,0.5578,0.7511,0.0009,1.6000,6.4000,12.8000,335,344.3631,no
10000000,3,Baseline,RS(47R/47W/6S),22486.2482,170.6347,0.5065,0.6295,0.0011,0.8000,6.4000,12.8000,0,444.7163,no
10000000,3,CASCADE,RS(47R/47W/6S),28605.1427,80.8239,0.5916,0.6201,0.0009,0.8000,6.4000,6.4000,402,349.5875,no
10000000,3,Baseline,R(95R/5W),221305.6464,107.5985,0.3944,0.9127,0.0009,0.8000,6.4000,6.4000,0,45.1864,no
10000000,3,CASCADE,R(95R/5W),256805.6718,71.7395,0.4725,0.8948,0.0010,0.8000,3.2000,6.4000,263,38.9399,no
