scale,run_id,config,workload,throughput_ops_s,waf,raf,saf,bloom_fpr,p50_us,p99_us,p999_us,ahlc_switches,elapsed_s,outlier
500000,2,Baseline,F(50R/50RMW),615614.4127,6.4716,0.3917,0.6500,0.0014,0.4000,3.2000,3.2000,0,0.8122,no
500000,2,CASCADE,F(50R/50RMW),556227.4579,7.9443,0.4739,0.6157,0.0013,0.2000,3.2000,3.2000,21,0.8989,no
500000,2,Baseline,W(1R/99W),327541.4631,10.1065,0.4389,0.4770,0.0009,0.4000,6553.6000,26214.4000,0,1.5265,no
500000,2,CASCADE,W(1R/99W),338756.1607,8.8905,0.5208,0.5084,0.0012,0.4000,6553.6000,26214.4000,28,1.4760,no
500000,2,Baseline,RW(50R/50W),611178.6718,6.4716,0.3917,0.6500,0.0014,0.4000,3.2000,6.4000,0,0.8181,no
500000,2,CASCADE,RW(50R/50W),556428.9171,7.9443,0.4739,0.6157,0.0013,0.2000,3.2000,6.4000,21,0.8986,no
500000,2,Baseline,RSW(25R/25W/50S),99043.6428,7.5298,0.3344,0.7703,0.0012,0.4000,3.2000,6.4000,0,5.0483,no
500000,2,CASCADE,RSW(25R/25W/50S),112264.1387,6.6465,0.4100,0.7861,0.0014,0.4000,3.2000,3.2000,17,4.4538,no
500000,2,Baseline,RS(47R/47W/6S),365045.2058,6.5796,0.3844,0.6618,0.0014,0.4000,1.6000,3.2000,0,1.3697,no
500000,2,CASCADE,RS(47R/47W/6S),372326.3940,7.5113,0.4671,0.6588,0.0013,0.2000,3.2000,3.2000,20,1.3429,no
500000,2,Baseline,R(95R/5W),1346264.3532,9.2973,0.2395,0.8949,0.0015,0.2000,1.6000,3.2000,0,0.3714,no
500000,2,CASCADE,R(95R/5W),1547012.1507,8.3216,0.2404,0.9011,0.0013,0.2000,1.6000,3.2000,14,0.3232,no
500000,3,Baseline,A(50R/50U),587890.3698,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,6.4000,0,0.8505,no
500000,3,CASCADE,A(50R/50U),561208.7989,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,6.4000,21,0.8909,no
500000,3,Baseline,B(95R/5U),1327875.6158,9.2903,0.2403,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3765,no
500000,3,CASCADE,B(95R/5U),1560569.8141,8.3157,0.2413,0.9004,0.0016,0.2000,1.6000,3.2000,14,0.3204,no
500000,3,Baseline,C(100R),1688530.5596,9.3289,0.2808,0.9418,0.0016,0.2000,1.6000,3.2000,0,0.2961,no
500000,3,CASCADE,C(100R),1677810.5895,8.6593,0.3108,0.9471,0.0015,0.2000,1.6000,3.2000,13,0.2980,no
500000,3,Baseline,D(95R/5I),1068319.5707,9.4127,0.2595,0.9379,0.0018,0.4000,1.6000,3.2000,0,0.4680,no
500000,3,CASCADE,D(95R/5I),1200359.0264,8.3620,0.2877,0.9475,0.0017,0.2000,1.6000,3.2000,14,0.4165,no
500000,3,Baseline,E(95Scan/5I),97198.7286,6.2986,0.0000,0.6349,0.0000,0.0000,0.0000,0.0000,0,5.1441,no
500000,3,CASCADE,E(95Scan/5I),108946.8457,7.6343,0.0000,0.6093,0.0000,0.0000,0.0000,0.0000,21,4.5894,no
500000,3,Baseline,F(50R/50RMW),608636.5522,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,3.2000,0,0.8215,no
500000,3,CASCADE,F(50R/50RMW),562608.8470,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,3.2000,21,0.8887,no
500000,3,Baseline,W(1R/99W),322260.5676,10.0848,0.4214,0.4840,0.0013,0.4000,6553.6000,26214.4000,0,1.5515,no
500000,3,CASCADE,W(1R/99W),340117.0627,8.8902,0.5080,0.5087,0.0015,0.4000,6553.6000,26214.4000,28,1.4701,no
500000,3,Baseline,RW(50R/50W),606024.6728,6.4640,0.3912,0.6496,0.0013,0.4000,3.2000,3.2000,0,0.8250,no
500000,3,CASCADE,RW(50R/50W),557880.3670,7.9326,0.4741,0.6149,0.0012,0.2000,3.2000,6.4000,21,0.8962,no
500000,3,Baseline,RSW(25R/25W/50S),99640.3655,7.5271,0.3362,0.7701,0.0013,0.4000,3.2000,3.2000,0,5.0180,no
500000,3,CASCADE,RSW(25R/25W/50S),111180.2745,6.6442,0.4100,0.7859,0.0012,0.4000,3.2000,3.2000,17,4.4972,no
500000,3,Baseline,RS(47R/47W/6S),359031.1151,6.5734,0.3863,0.6609,0.0014,0.4000,3.2000,3.2000,0,1.3926,no
500000,3,CASCADE,RS(47R/47W/6S),367176.0071,7.5024,0.4692,0.6577,0.0013,0.2000,3.2000,6.4000,20,1.3617,no
500000,3,Baseline,R(95R/5W),1366433.2065,9.2903,0.2403,0.8942,0.0016,0.2000,1.6000,3.2000,0,0.3659,no
500000,3,CASCADE,R(95R/5W),1561786.6247,8.3157,0.2413,0.9004,0.0016,0.2000,1.6000,3.2000,14,0.3201,no
