scale,run_id,config,workload,throughput_ops_s,waf,raf,saf,bloom_fpr,p50_us,p99_us,p999_us,ahlc_switches,elapsed_s,outlier
15000000,1,Baseline,A(50R/50U),16043.0856,154.3048,0.5252,0.6348,0.0017,0.8000,6.4000,12.8000,0,934.9822,no
15000000,1,CASCADE,A(50R/50U),17083.9323,120.5841,0.5871,0.6089,0.0010,0.8000,6.4000,12.8000,647,878.0180,no
15000000,1,Baseline,B(95R/5U),149149.4063,134.5277,0.4110,0.8949,0.0009,0.8000,6.4000,6.4000,0,100.5703,no
15000000,1,CASCADE,B(95R/5U),218226.4782,61.4777,0.4718,0.9211,0.0008,0.8000,3.2000,6.4000,427,68.7359,no
15000000,1,Baseline,C(100R),762363.4917,120.3031,0.2045,0.9655,0.0007,0.8000,3.2000,6.4000,0,19.6757,no
15000000,1,CASCADE,C(100R),777800.7961,64.1043,0.2163,0.9693,0.0006,0.8000,3.2000,6.4000,397,19.2851,no
15000000,1,Baseline,D(95R/5I),109375.3551,126.5445,0.2882,0.9651,0.0009,0.8000,6.4000,6.4000,0,137.1424,no
15000000,1,CASCADE,D(95R/5I),145145.1335,65.9574,0.2633,0.9671,0.0009,0.8000,6.4000,6.4000,433,103.3448,no
15000000,1,Baseline,E(95Scan/5I),10738.4747,147.6746,0.0000,0.6234,0.0000,0.0000,0.0000,0.0000,0,1396.8464,no
15000000,1,CASCADE,E(95Scan/5I),11498.4621,115.6502,0.0000,0.5989,0.0000,0.0000,0.0000,0.0000,678,1304.5223,no
15000000,1,Baseline,F(50R/50RMW),16064.3866,154.3048,0.5252,0.6348,0.0017,0.8000,6.4000,12.8000,0,933.7425,no
15000000,1,CASCADE,F(50R/50RMW),16774.1712,120.5841,0.5871,0.6089,0.0010,0.8000,6.4000,12.8000,647,894.2320,no
15000000,1,Baseline,W(1R/99W),7888.7780,119.8104,0.5667,0.5102,0.0029,3.2000,419430.4000,838860.8000,0,1901.4352,no
15000000,1,CASCADE,W(1R/99W),8299.2805,92.5979,0.6217,0.4844,0.0011,3.2000,419430.4000,838860.8000,935,1807.3856,no
15000000,1,Baseline,RW(50R/50W),15970.7356,154.3048,0.5252,0.6348,0.0017,0.8000,6.4000,12.8000,0,939.2179,no
15000000,1,CASCADE,RW(50R/50W),16996.1490,120.5841,0.5871,0.6089,0.0010,0.8000,6.4000,12.8000,647,882.5529,no
15000000,1,Baseline,RSW(25R/25W/50S),17830.2671,161.5574,0.4881,0.7456,0.0010,1.6000,6.4000,12.8000,0,841.2661,no
15000000,1,CASCADE,RSW(25R/25W/50S),18552.3297,153.5475,0.5599,0.7193,0.0009,1.6000,6.4000,12.8000,494,808.5238,no
15000000,1,Baseline,RS(47R/47W/6S),16047.3393,157.9095,0.5217,0.6414,0.0016,1.6000,6.4000,12.8000,0,934.7344,no
15000000,1,CASCADE,RS(47R/47W/6S),17176.5591,123.7574,0.5836,0.6182,0.0009,0.8000,6.4000,12.8000,628,873.2832,no
15000000,1,Baseline,R(95R/5W),152888.0061,134.5277,0.4110,0.8949,0.0009,0.8000,6.4000,6.4000,0,98.1110,no
15000000,1,CASCADE,R(95R/5W),214542.0853,61.4777,0.4718,0.9211,0.0008,0.8000,6.4000,6.4000,427,69.9164,no
15000000,2,Baseline,A(50R/50U),16030.1034,154.3026,0.5254,0.6351,0.0017,0.8000,6.4000,12.8000,0,935.7394,no
15000000,2,CASCADE,A(50R/50U),17124.6035,120.5815,0.5875,0.6091,0.0010,0.8000,6.4000,12.8000,647,875.9327,no
15000000,2,Baseline,B(95R/5U),147714.0695,134.4983,0.4123,0.8946,0.0009,0.8000,6.4000,6.4000,0,101.5475,no
15000000,2,CASCADE,B(95R/5U),217590.7361,61.4633,0.4732,0.9208,0.0008,0.8000,3.2000,6.4000,427,68.9368,no
15000000,2,Baseline,C(100R),754375.3724,120.3031,0.2044,0.9655,0.0007,0.8000,3.2000,6.4000,0,19.8840,no
15000000,2,CASCADE,C(100R),741848.0711,64.1043,0.2163,0.9693,0.0006,0.8000,3.2000,6.4000,397,20.2198,no
15000000,2,Baseline,D(95R/5I),108307.3626,126.5630,0.2886,0.9654,0.0009,0.8000,6.4000,6.4000,0,138.4947,no
15000000,2,CASCADE,D(95R/5I),140546.6387,66.1567,0.2637,0.9673,0.0009,0.8000,6.4000,6.4000,433,106.7261,no
15000000,2,Baseline,E(95Scan/5I),10783.6157,147.6740,0.0000,0.6237,0.0000,0.0000,0.0000,0.0000,0,1390.9991,no
15000000,2,CASCADE,E(95Scan/5I),11554.4742,115.6525,0.0000,0.5990,0.0000,0.0000,0.0000,0.0000,678,1298.1984,no
15000000,2,Baseline,F(50R/50RMW),16033.0717,154.3026,0.5254,0.6351,0.0017,0.8000,6.4000,12.8000,0,935.5662,no
15000000,2,CASCADE,F(50R/50RMW),17219.4448,120.5815,0.5875,0.6091,0.0010,0.8000,6.4000,12.8000,647,871.1082,no
15000000,2,Baseline,W(1R/99W),7840.9880,119.6879,0.5637,0.5100,0.0028,3.2000,419430.4000,838860.8000,0,1913.0242,no
15000000,2,CASCADE,W(1R/99W),8311.7446,92.5840,0.6171,0.4844,0.0010,3.2000,419430.4000,838860.8000,935,1804.6753,no
15000000,2,Baseline,RW(50R/50W),15848.1762,154.3026,0.5254,0.6351,0.0017,0.8000,6.4000,12.8000,0,946.4811,no
15000000,2,CASCADE,RW(50R/50W),16751.4629,120.5815,0.5875,0.6091,0.0010,0.8000,6.4000,12.8000,647,895.4442,no
15000000,2,Baseline,RSW(25R/25W/50S),17769.0924,161.5892,0.4878,0.7457,0.0010,1.6000,6.4000,12.8000,0,844.1624,no
15000000,2,CASCADE,RSW(25R/25W/50S),18470.7659,154.1991,0.5593,0.7142,0.0010,1.6000,6.4000,12.8000,494,812.0941,no
15000000,2,Baseline,RS(47R/47W/6S),15929.7555,157.9074,0.5219,0.6415,0.0016,1.6000,6.4000,12.8000,0,941.6340,no
15000000,2,CASCADE,RS(47R/47W/6S),17139.6998,123.4044,0.5841,0.6293,0.0009,0.8000,6.4000,12.8000,630,875.1612,no
15000000,2,Baseline,R(95R/5W),149851.1621,134.4983,0.4123,0.8946,0.0009,0.8000,6.4000,6.4000,0,100.0993,no
15000000,2,CASCADE,R(95R/5W),217446.6696,61.4633,0.4732,0.9208,0.0008,0.8000,3.2000,6.4000,427,68.9824,no
15000000,3,Baseline,A(50R/50U),15830.4880,154.3096,0.5255,0.6348,0.0017,0.8000,6.4000,12.8000,0,947.5387,no
15000000,3,CASCADE,A(50R/50U),17080.5506,120.5851,0.5869,0.6089,0.0009,0.8000,6.4000,12.8000,647,878.1918,no
15000000,3,Baseline,B(95R/5U),148721.6856,134.5107,0.4109,0.8947,0.0009,0.8000,6.4000,6.4000,0,100.8595,no
15000000,3,CASCADE,B(95R/5U),216043.8938,61.4692,0.4714,0.9209,0.0008,0.8000,3.2000,6.4000,427,69.4303,no
15000000,3,Baseline,C(100R),764746.9208,120.3031,0.2042,0.9655,0.0007,0.8000,3.2000,6.4000,0,19.6143,no
15000000,3,CASCADE,C(100R),746191.1527,64.1043,0.2162,0.9693,0.0006,0.8000,3.2000,12.8000,397,20.1021,no
15000000,3,Baseline,D(95R/5I),107284.8872,126.5758,0.2885,0.9655,0.0009,0.8000,6.4000,6.4000,0,139.8147,no
15000000,3,CASCADE,D(95R/5I),140281.9692,66.1637,0.2636,0.9675,0.0009,0.8000,6.4000,6.4000,433,106.9275,no
15000000,3,Baseline,E(95Scan/5I),10735.7617,147.6650,0.0000,0.6236,0.0000,0.0000,0.0000,0.0000,0,1397.1994,no
15000000,3,CASCADE,E(95Scan/5I),11485.4627,115.6434,0.0000,0.5990,0.0000,0.0000,0.0000,0.0000,678,1305.9988,no
15000000,3,Baseline,F(50R/50RMW),16471.1764,154.3096,0.5255,0.6348,0.0017,0.8000,6.4000,12.8000,0,910.6818,no
15000000,3,CASCADE,F(50R/50RMW),17027.3207,120.5851,0.5869,0.6089,0.0009,0.8000,6.4000,12.8000,647,880.9372,no
15000000,3,Baseline,W(1R/99W),7870.7261,119.7039,0.5647,0.5101,0.0029,3.2000,419430.4000,838860.8000,0,1905.7962,no
15000000,3,CASCADE,W(1R/99W),8303.1553,92.5904,0.6196,0.4844,0.0010,3.2000,419430.4000,838860.8000,935,1806.5421,no
